player_name,team_name,TotalTackles,DribbledPast,TotalAttemptedTackles
Marcel Halstenberg,RB Leipzig,1.3,0.6,1.9
Niko Gießelmann,Union Berlin,0.8,0.7,1.5
Adam Hlozek,Bayer Leverkusen,0.3,0.2,0.5
Odilon Kossounou,Bayer Leverkusen,0.9,0.3,1.2
Lennart Grill,Union Berlin,0,0.2,0.2
Kenneth Schmidt,Freiburg,1.2,0.2,1.4
Tiago Tomás,VfB Stuttgart,0.4,0.2,0.6
Arijon Ibrahimovic,Bayern Munich,1,0,1
Simon Terodde,Schalke 04,0.5,0.3,0.8
Salih Özcan,Borussia Dortmund,1.2,0.9,2.1
Christoph Kramer,Borussia M.Gladbach,1.5,1.1,2.7
Linton Maina,FC Koln,0.5,0.7,1.2
Josuha Guilavogui,Wolfsburg,0.8,0.5,1.3
Jérôme Roussillon,Union Berlin,1,0.3,1.3
Jens Stage,Werder Bremen,1.1,0.8,1.9
Lukas Nmecha,Wolfsburg,0.3,0,0.3
Bartol Franjic,Wolfsburg,0.8,0.4,1.2
Jonathan Burkardt,Mainz 05,0.3,0.3,0.5
Arne Engels,Augsburg,1.1,0.6,1.7
Jan Thielmann,FC Koln,0.4,0.4,0.8
Joe Scally,Borussia M.Gladbach,1.1,0.3,1.4
Naouirou Ahamada,VfB Stuttgart,1,0.7,1.7
Maxim Leitsch,Mainz 05,1,0.1,1.1
Tim Skarke,Schalke 04,1.4,0.3,1.8
Dominique Heintz,Bochum,1.2,1,2.2
Amadou Haidara,RB Leipzig,0.8,0.7,1.5
Pavel Kaderábek,Hoffenheim,1,0.3,1.3
Benno Schmitz,FC Koln,2.1,1.3,3.4
Arne Maier,Augsburg,1,0.3,1.3
Kelvin Yeboah,Augsburg,0.5,0.2,0.7
Marvin Plattenhardt,Hertha Berlin,1.4,0.6,2
Genki Haraguchi,VfB Stuttgart,1.5,1.1,2.5
Ibrahim Maza,Hertha Berlin,0.5,0.5,1
Josha Vagnoman,VfB Stuttgart,1.1,0.5,1.7
Florian Neuhaus,Borussia M.Gladbach,0.8,0.8,1.7
Anthony Modeste,Borussia Dortmund,0.2,0.2,0.4
Sardar Azmoun,Bayer Leverkusen,0.3,0.3,0.5
Kevin Trapp,Eintracht Frankfurt,0,0.1,0.1
Kiliann Sildillia,Freiburg,1.2,0.4,1.6
Kevin Vogt,Hoffenheim,0.7,0.6,1.3
Michael Frey,Schalke 04,0.9,0.6,1.5
Henning Matriciani,Schalke 04,2,1.5,3.5
Florian Niederlechner,Hertha Berlin,0.6,0.4,0.9
Wilfried Kanga,Hertha Berlin,0.2,0.1,0.3
Enzo Millot,VfB Stuttgart,1,0.3,1.3
Takuma Asano,Bochum,0.6,0.4,0.9
Iago,Augsburg,1.5,0.8,2.4
Pascal Klemens,Hertha Berlin,0,1,1
Nadiem Amiri,Bayer Leverkusen,0.6,0.4,1
Callum Hudson-Odoi,Bayer Leverkusen,0.4,0,0.4
Jere Uronen,Schalke 04,1.3,0.4,1.6
Carlos Gruezo,Augsburg,1.6,0.5,2.2
Marcus Ingvartsen,Mainz 05,0.1,0.3,0.5
Charles Aránguiz,Bayer Leverkusen,1.7,0.8,2.5
Genki Haraguchi,Union Berlin,1.1,0.5,1.6
Yussuf Poulsen,RB Leipzig,0.3,0.2,0.5
Mads Pedersen,Augsburg,1.6,0.4,2
Dominick Drexler,Schalke 04,0.9,0.5,1.4
Alexander Hack,Mainz 05,1.6,0.7,2.3
Paul Seguin,Union Berlin,0.9,0.5,1.4
Tobias Mohr,Schalke 04,0.4,0.3,0.7
Éder Balanta,Schalke 04,0.8,0.7,1.5
Kevin Kampl,RB Leipzig,0.7,0.7,1.4
Nikola Soldo,FC Koln,2.1,0.6,2.7
Elvis Rexhbeçaj,Augsburg,1.6,1,2.6
Filip Uremovic,Hertha Berlin,1.7,0.4,2.1
Oliver Christensen,Hertha Berlin,0,0.1,0.1
Danny da Costa,Mainz 05,0.9,0.3,1.2
Marvin Friedrich,Borussia M.Gladbach,0.7,0.1,0.9
Makoto Hasebe,Eintracht Frankfurt,1,0.8,1.8
Kristian Pedersen,FC Koln,0.8,0.3,1.2
Mitchel Bakker,Bayer Leverkusen,0.6,0.3,0.9
Hugo Novoa,RB Leipzig,1.1,0.4,1.6
András Schäfer,Union Berlin,1.3,0.5,1.8
Stanley Nsoki,Hoffenheim,1.2,0.5,1.7
Kevin Paredes,Wolfsburg,0.6,0.1,0.7
Alex Král,Schalke 04,1.2,0.7,1.9
Angelo Stiller,Hoffenheim,1.2,0.2,1.4
Robert Gumny,Augsburg,1.2,0.6,1.7
Nikolas Nartey,VfB Stuttgart,1.2,0.4,1.7
Yann Sommer,Bayern Munich,0,0,0
Romano Schmid,Werder Bremen,0.9,0.4,1.3
Manuel Gulde,Freiburg,0.9,0.1,1.1
Florian Flick,Schalke 04,1.5,1.3,2.8
Niklas Dorsch,Augsburg,1.9,0.6,2.5
Pascal Stenzel,VfB Stuttgart,1,0.3,1.3
Mathys Tel,Bayern Munich,0.1,0,0.1
Luca Netz,Borussia M.Gladbach,1.3,0.7,1.9
Alexander Schwolow,Schalke 04,0,0.1,0.1
Sebastian Polter,Schalke 04,0.2,0.2,0.4
Tolga Cigerci,Hertha Berlin,1.5,0.5,2
Josip Stanisic,Bayern Munich,1.4,0.4,1.7
Cristian Gamboa,Bochum,2.2,0.5,2.7
Kilian Fischer,Wolfsburg,0.9,0.5,1.4
Sepp van den Berg,Schalke 04,0.6,0.3,0.9
Daley Sinkgraven,Bayer Leverkusen,0.8,0.2,1
Sebastian Rudy,Hoffenheim,1.2,0.6,1.8
Kevin Schade,Freiburg,0.8,0.3,1
Josip Brekalo,Wolfsburg,0.3,0.7,1
Gerrit Holtmann,Bochum,0.6,0.4,1
Kenan Karaman,Schalke 04,0.5,0.4,1
Marvin Schwäbe,FC Koln,0,0,0
Maximilian Bauer,Augsburg,1.1,0.6,1.8
Jessic Ngankam,Hertha Berlin,0.8,0.4,1.2
Fredrik Jensen,Augsburg,0.8,0.3,1
Reece Oxford,Augsburg,0.3,0,0.3
Jean-Paul Boëtius,Hertha Berlin,1.4,0.8,2.2
Ivan Sunjic,Hertha Berlin,2.1,0.4,2.6
Raphael Framberger,Augsburg,3.3,0.7,4
Noah Weißhaupt,Freiburg,0.6,0.3,0.9
Keven Schlotterbeck,Freiburg,0,0,0
Ilia Gruev,Werder Bremen,1.4,0.4,1.8
Davie Selke,Hertha Berlin,0.2,0.1,0.2
Mehmet Aydin,Schalke 04,1.6,0.8,2.4
Lee Buchanan,Werder Bremen,0.7,0.3,1
Florian Dietz,FC Koln,0.2,0.3,0.5
Márton Dárdai,Hertha Berlin,1,0.5,1.5
Thomas Ouwejan,Schalke 04,1.2,0.2,1.4
Denis Huseinbasic,FC Koln,1,0.6,1.6
Fabian Bredlow,VfB Stuttgart,0.1,0,0.1
David Colina,Augsburg,0.6,0,0.6
Merlin Röhl,Freiburg,0.3,0,0.3
Max Kruse,Wolfsburg,0.2,0.2,0.4
Ryan Gravenberch,Bayern Munich,0.7,0.3,1
Kingsley Schindler,FC Koln,0.8,0.3,1.1
Finn Becker,Hoffenheim,0.8,0.2,1
Rafael Borré,Eintracht Frankfurt,0.8,0.4,1.2
Maximilian Philipp,Werder Bremen,0.4,0.5,0.9
Daniel-Kofi Kyereh,Freiburg,0.5,0.3,0.8
Stefan Lainer,Borussia M.Gladbach,0.9,0.8,1.7
Dimitrios Limnios,FC Koln,0,0,0
Tom Rothe,Borussia Dortmund,0.5,0,0.5
Yannik Keitel,Freiburg,0.5,0.1,0.6
Paulinho,Bayer Leverkusen,0,0,0
Thorgan Hazard,Borussia Dortmund,1.2,0.4,1.6
Sven Michel,Union Berlin,0.4,0.2,0.6
Paul Wanner,Bayern Munich,1.5,0,1.5
Aymen Barkok,Mainz 05,0.8,0.2,1
Morten Thorsby,Union Berlin,0.9,0.3,1.3
Jordi Osei-Tutu,Bochum,1.2,0.6,1.7
Darko Churlinov,VfB Stuttgart,3,1,4
Veit Stange,Hertha Berlin,1,0,1
Paxten Aaronson,Eintracht Frankfurt,0.9,0.1,1
Renato Veiga,Augsburg,0.7,0.2,0.8
Nelson Weiper,Mainz 05,0.2,0.2,0.4
Sargis Adamyan,FC Koln,0.6,0.4,1
Ermin Bicakcic,Hoffenheim,0.9,0.4,1.3
Pierre Kunde,Bochum,1,0.7,1.7
Oliver Burke,Werder Bremen,0.1,0,0.1
Hannes Wolf,Borussia M.Gladbach,0.6,0.4,1.1
Agustín Rogel,Hertha Berlin,0.9,0.3,1.2
Lilian Egloff,VfB Stuttgart,1.2,0.2,1.4
Angelo Fulgini,Mainz 05,0.4,0.4,0.8
Daniel Caligiuri,Augsburg,0.6,0.1,0.7
Vasilios Lampropoulos,Bochum,0.7,0.2,0.9
Daley Blind,Bayern Munich,0.5,0.3,0.8
Luca Kilian,FC Koln,1.4,0.6,1.9
Patrick Osterhage,Bochum,0.9,0.2,1.1
Simon Zoller,Bochum,0.4,0.3,0.7
Nathan Ngoumou,Borussia M.Gladbach,0.6,0.3,0.9
Ondrej Duda,FC Koln,0.7,0.5,1.2
Kasper Dolberg,Hoffenheim,0.5,0.2,0.7
Keke Topp,Schalke 04,0,0,0
Jacek Góralski,Bochum,1.5,0.5,2
Florian Müller,VfB Stuttgart,0,0,0
Moritz Broschinski,Bochum,0,0.5,0.5
Luca Waldschmidt,Wolfsburg,0.3,0.4,0.7
Saidy Janko,Bochum,1.2,0.4,1.5
Jamie Leweling,Union Berlin,0.3,0.1,0.4
Jacob Bruun Larsen,Hoffenheim,0.3,0.1,0.4
Jeong Woo-Yeong,Freiburg,0.3,0.1,0.3
Hugo Siquet,Freiburg,1,0,1
Tom Bischof,Hoffenheim,1.4,0.3,1.6
Lucas Alario,Eintracht Frankfurt,0.2,0.1,0.2
Umut Tohumcu,Hoffenheim,1.3,0.8,2
Maximilian Philipp,Wolfsburg,0.7,0,0.7
Niklas Tauer,Mainz 05,0.7,0.7,1.3
Peter Pekarík,Hertha Berlin,0.8,0.4,1.2
Irvin Cardona,Augsburg,0.1,0.4,0.5
Luca Pfeiffer,VfB Stuttgart,0.1,0.1,0.1
Julian Baumgartlinger,Augsburg,0.9,0.8,1.8
Antonios Papadopoulos,Borussia Dortmund,0,0,0
Kingsley Ehizibue,FC Koln,0,0,0
Derry Scherhant,Hertha Berlin,0.7,0.4,1.1
Danny Latza,Schalke 04,0.9,0.6,1.5
Eduardo Quaresma,Hoffenheim,1.3,0.5,1.8
Diadié Samassékou,Hoffenheim,0.5,0.5,1
Thomas Delaney,Hoffenheim,1,0.8,1.8
Timothy Fosu-Mensah,Bayer Leverkusen,0.6,0,0.6
Silvere Ganvoula,Bochum,0.1,0,0.1
Tim Lemperle,FC Koln,0.5,0.2,0.7
Jordan Larsson,Schalke 04,0.7,0.6,1.4
Yvandro Borges Sanches,Borussia M.Gladbach,0.7,0,0.7
Nicolas Cozza,Wolfsburg,0.6,0.2,0.8
Milos Pantovic,Union Berlin,0.3,0.2,0.5
Faride Alidou,Eintracht Frankfurt,0.5,0.4,0.9
Juan José Perea,VfB Stuttgart,0.3,0.1,0.4
Florent Mollet,Schalke 04,0.4,0.6,1
Timothée Kolodziejczak,Schalke 04,0,1,1
Tony Jantschke,Borussia M.Gladbach,0.3,0,0.3
Leo Greiml,Schalke 04,1.4,1,2.4
Mathias Olesen,FC Koln,0.7,0.2,0.9
Aster Vranckx,Wolfsburg,0,0,0
Nils Petersen,Freiburg,0.2,0.1,0.3
Ricardo Pepi,Augsburg,0.3,0,0.3
Kevin-Prince Boateng,Hertha Berlin,0.5,0.4,0.9
Oscar Fraulo,Borussia M.Gladbach,0,0,0
Fabio Chiarodia,Werder Bremen,0,0,0
Noah Sarenren Bazee,Augsburg,0,0.5,0.5
Laurin Ulrich,VfB Stuttgart,1,0,1
Delano Burgzorg,Mainz 05,0.2,0.1,0.3
Tim Skarke,Union Berlin,0.3,0,0.3
Andrey Lunev,Bayer Leverkusen,0,0,0
Mark Uth,FC Koln,0,0,0
Marlon Mustapha,Mainz 05,0.3,0,0.3
Fisnik Asllani,Hoffenheim,0,0.5,0.5
Patrick Herrmann,Borussia M.Gladbach,0.3,0.1,0.4
Nicolai Rapp,Werder Bremen,0.4,0.4,0.9
Myziane Maolida,Hertha Berlin,0.3,0.3,0.7
Nathanaël Mbuku,Augsburg,0.5,0,0.5
Sidi Sané,Schalke 04,0.5,0.5,1
Muhammed Damar,Hoffenheim,1,0.2,1.2
Vladimír Darida,Hertha Berlin,0.3,0,0.3
Eren Dinkçi,Werder Bremen,0.3,0.2,0.5
Timothy Chandler,Eintracht Frankfurt,0.3,0,0.3
Dzenan Pejcinovic,Wolfsburg,0,0,0
Semir Telalovic,Borussia M.Gladbach,0,0,0
Jérôme Roussillon,Wolfsburg,0,0,0
Marco Pasalic,Borussia Dortmund,0,0,0
Kerim Çalhanoglu,Schalke 04,0.7,0,0.7
Karim Bellarabi,Bayer Leverkusen,0.3,0.1,0.4
Justin Diehl,FC Koln,0,0,0
Aaron Zehnter,Augsburg,0,1,1
Ayman Azhil,Bayer Leverkusen,0,0,0
Dikeni-Rafid Salifou,Werder Bremen,0,0,0
Joshua Quarshie,Hoffenheim,0,0,0
Julian Eitschberger,Hertha Berlin,0,0,0
Noah Mbamba,Bayer Leverkusen,0,0,0
Rocco Reitz,Borussia M.Gladbach,0,0,0
Sanoussy Ba,RB Leipzig,0,0,0
Lukas Petkov,Augsburg,0.7,0.1,0.9
Bouna Sarr,Bayern Munich,0,0,0
Brajan Gruda,Mainz 05,0,0,0
Dario Gebuhr,Eintracht Frankfurt,0,1,1
Kimberly Ezekwem,Freiburg,0,0,0
Marcel Wenig,Eintracht Frankfurt,0,0,0
Jonathan Schmid,Freiburg,0.3,0,0.3
Robert Wagner,Freiburg,0,0,0
Joel Pohjanpalo,Bayer Leverkusen,0,0,0
Tony Rölke,Hertha Berlin,0,0,0
Thomas Kastanaras,VfB Stuttgart,0,0,0
Filip Kostic,Eintracht Frankfurt,2,0,2
Alou Kuol,VfB Stuttgart,0,0,0
Andreas Ivan,Schalke 04,0,1,1
Justin Njinmah,Borussia Dortmund,0,0,0
Felix Agu,Werder Bremen,0.3,0,0.3
Tim Oermann,Bochum,0.5,0,0.5
Jean-Manuel Mbom,Werder Bremen,0,0.5,0.5
Alexander Sørloth,RB Leipzig,0,0,0
Eniss Shabani,Mainz 05,0,0,0
Jannes Horn,Bochum,1,0,1
Tymoteusz Puchacz,Union Berlin,1,0,1
Soumaïla Coulibaly,Borussia Dortmund,0,0,0
Lukás Ambros,Wolfsburg,1,3,4
Stefan Posch,Hoffenheim,0,0,0
