,회사명,채용공고 제목,채용공고 세부 사항,기술 세부 사항,링크
106,(주)다비오,(주)다비오 SAR 신호처리 엔지니어 채용,"서울,마포구,경력 2~7년,대졸↑,정규직","딥러닝,알고리즘,Unix,Python,Matlab",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=47907876&location=ts&searchword=%EB%94%A5%EB%9F%AC%EB%8B%9D&searchType=search&paid_fl=n&search_uuid=b0ac0815-d36e-4621-b231-eb7063df4955
107,(주)지란지교데이터,AI 인공지능 개발자 채용 (5년 이상 경력) - 대전,"대전,유성구,경력 5~8년,대졸↑,정규직","딥러닝,AI(인공지능),NLP(자연어처리),Python,OCR",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=47891925&location=ts&searchword=%EB%94%A5%EB%9F%AC%EB%8B%9D&searchType=search&paid_fl=n&search_uuid=b0ac0815-d36e-4621-b231-eb7063df4955
108,(주)컴퓨터메이트,AI Model 개발자 모집(경력자모집),"대구,수성구,경력2년↑,대졸↑,정규직","딥러닝,Keras,Tensorflow,Java,빅데이터",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=47567292&location=ts&searchword=%EB%94%A5%EB%9F%AC%EB%8B%9D&searchType=search&paid_fl=n&search_uuid=b0ac0815-d36e-4621-b231-eb7063df4955
109,(주)딥인사이트,영상처리 응용 SW 개발자 모집,"경기,성남시 분당구,경력무관,대졸↑,정규직","딥러닝,MFC,Qt,알고리즘,컴퓨터비전",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=47956670&location=ts&searchword=%EB%94%A5%EB%9F%AC%EB%8B%9D&searchType=search&paid_fl=n&search_uuid=b0ac0815-d36e-4621-b231-eb7063df4955
110,오케스트로(주),AI Engineer (NLP),"서울전체,경력 2~11년,학력무관,정규직","딥러닝,AI(인공지능),NLP(자연어처리),Python,Pytorch",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46977936&location=ts&searchword=%EB%94%A5%EB%9F%AC%EB%8B%9D&searchType=search&paid_fl=n&search_uuid=b0ac0815-d36e-4621-b231-eb7063df4955
111,(주)메디인테크,[전문연구요원 가능] 인공지능 연구원,"서울,종로구,경력무관,학력무관,정규직","딥러닝,알고리즘,영상처리,Tensorflow,Linux",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=47547323&location=ts&searchword=%EB%94%A5%EB%9F%AC%EB%8B%9D&searchType=search&paid_fl=n&search_uuid=b0ac0815-d36e-4621-b231-eb7063df4955
112,아이디비(주),AI 개발자 모집,"서울,강남구,경력무관,학력무관,정규직·계약직","딥러닝,Keras,R,Tensorflow,머신러닝",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=47584615&location=ts&searchword=%EB%94%A5%EB%9F%AC%EB%8B%9D&searchType=search&paid_fl=n&search_uuid=b0ac0815-d36e-4621-b231-eb7063df4955
113,딥퓨전에이아이(주),ROS2 Application 개발자,"서울,강남구,경력무관,학력무관,정규직","딥러닝,Tensorflow,Java,C++,머신러닝",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=47812658&location=ts&searchword=%EB%94%A5%EB%9F%AC%EB%8B%9D&searchType=search&paid_fl=n&search_uuid=b0ac0815-d36e-4621-b231-eb7063df4955
114,(주)모빌린트,[전문연구요원 가능] Deep Learning Research Engineer,"서울,강남구,신입·경력,석사↑,정규직","딥러닝,AI(인공지능),Python,Pytorch,알고리즘",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45393244&location=ts&searchword=%EB%94%A5%EB%9F%AC%EB%8B%9D&searchType=search&paid_fl=n&search_uuid=b0ac0815-d36e-4621-b231-eb7063df4955
115,주식회사 제제소프트,"빅데이터 플랫폼 개발자,  머신러닝 개발자","서울,강남구,경력 3~15년,석사↑,정규직","딥러닝,API,SE(시스템엔지니어),알고리즘,MongoDB",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=47241049&location=ts&searchword=%EB%94%A5%EB%9F%AC%EB%8B%9D&searchType=search&paid_fl=n&search_uuid=b0ac0815-d36e-4621-b231-eb7063df4955
116,(주)노르마,양자컴퓨팅 연구원(신입 및 경력),"서울,성동구,신입·경력,대졸↑,정규직","딥러닝,AI(인공지능),Python,Pytorch,SE(시스템엔지니어)",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46190601&location=ts&searchword=%EB%94%A5%EB%9F%AC%EB%8B%9D&searchType=search&paid_fl=n&search_uuid=b0ac0815-d36e-4621-b231-eb7063df4955
117,(주)옥토봇,(주)옥토봇 AI 엔지니어 모집,"서울,강남구,경력무관,대졸↑,정규직·계약직","딥러닝,Keras,알고리즘,컴퓨터비전,영상처리",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=47727681&location=ts&searchword=%EB%94%A5%EB%9F%AC%EB%8B%9D&searchType=search&paid_fl=n&search_uuid=b0ac0815-d36e-4621-b231-eb7063df4955
118,(주)와따,C# 응용프로그램 개발자 모집,"경기전체,경력 3~15년,초대졸↑,정규직","딥러닝,유지보수,S/W,OpenCV,Python",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=47505640&location=ts&searchword=%EB%94%A5%EB%9F%AC%EB%8B%9D&searchType=search&paid_fl=n&search_uuid=b0ac0815-d36e-4621-b231-eb7063df4955
119,(주)비아이씨티,2024년 상반기 지능형 영상처리 S/W 개발자 추가채용,"부산,북구,경력 4~10년,대졸↑,정규직","딥러닝,알고리즘,영상처리,S/W,Linux",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=47719549&location=ts&searchword=%EB%94%A5%EB%9F%AC%EB%8B%9D&searchType=search&paid_fl=n&search_uuid=b0ac0815-d36e-4621-b231-eb7063df4955
120,아이헤이트플라잉버그스(주),머신러닝 엔지니어 / AI Researcher,"서울전체,경력 5~10년,학력무관,정규직","딥러닝,AI(인공지능),SQL,Python,Pytorch",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46733926&location=ts&searchword=%EB%94%A5%EB%9F%AC%EB%8B%9D&searchType=search&paid_fl=n&search_uuid=3f3ea902-25b2-494e-84ae-3d3cc62a0699
121,오케스트로(주),지능형 클라우드 R&D 연구원(전문연구요원),"서울전체,경력 1~5년,학력무관,정규직","딥러닝,Python,SE(시스템엔지니어),알고리즘,GCP",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46126550&location=ts&searchword=%EB%94%A5%EB%9F%AC%EB%8B%9D&searchType=search&paid_fl=n&search_uuid=3f3ea902-25b2-494e-84ae-3d3cc62a0699
122,다임리서치(주),백엔드 엔지니어 (AI 로봇 관제 솔루션) ,"서울,서초구,경력 5~10년,대졸↑,정규직","딥러닝,AI(인공지능),PostgreSQL,.NET,RDBMS",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=43947020&location=ts&searchword=%EB%94%A5%EB%9F%AC%EB%8B%9D&searchType=search&paid_fl=n&search_uuid=3f3ea902-25b2-494e-84ae-3d3cc62a0699
123,(주)금도시스템,[R&D개발] 인공지능 관련 모델 및 서비스 개발자,"대구,북구,경력,대졸↑,정규직","딥러닝,Pytorch,Keras,R,영상처리",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=47658018&location=ts&searchword=%EB%94%A5%EB%9F%AC%EB%8B%9D&searchType=search&paid_fl=n&search_uuid=3f3ea902-25b2-494e-84ae-3d3cc62a0699
124,렉스젠(주),영상분석 AI 개발 팀원,"경기전체,경력 3~5년,석사↑,정규직","딥러닝,AI(인공지능),OpenCV,Python,Pytorch",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=47872976&location=ts&searchword=%EB%94%A5%EB%9F%AC%EB%8B%9D&searchType=search&paid_fl=n&search_uuid=3f3ea902-25b2-494e-84ae-3d3cc62a0699
125,위드로봇(주),"알고리즘, DNN 개발자 신입/경력 채용","서울,송파구,경력 5~20년,대졸↑,정규직","딥러닝,알고리즘,Tensorflow,Linux,C++",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=47806236&location=ts&searchword=%EB%94%A5%EB%9F%AC%EB%8B%9D&searchType=search&paid_fl=n&search_uuid=3f3ea902-25b2-494e-84ae-3d3cc62a0699
126,데이터플로,인공지능 AI 모형 개발 최적화 & 데이터 분석,"서울,강남구,경력무관,학력무관,정규직","딥러닝,PaaS,알고리즘,Kubernetes,AWS",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=47946949&location=ts&searchword=%EB%94%A5%EB%9F%AC%EB%8B%9D&searchType=search&paid_fl=n&search_uuid=3f3ea902-25b2-494e-84ae-3d3cc62a0699
127,(주)티오이십일콤즈,Phyton 및 인공지능(AI) 개발자 모집,"서울전체,경력 5~10년,초대졸↑,정규직","딥러닝,AI(인공지능),Windows,RestAPI,Python",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45096136&location=ts&searchword=%EB%94%A5%EB%9F%AC%EB%8B%9D&searchType=search&paid_fl=n&search_uuid=3f3ea902-25b2-494e-84ae-3d3cc62a0699
128,(주)데이터디자인엔지니어링,Computer Vision Engineer / Researcher,"서울,구로구,경력무관,대졸↑,정규직","딥러닝,컴퓨터비전,이미지프로세싱,빅데이터,머신러닝",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=47863789&location=ts&searchword=%EB%94%A5%EB%9F%AC%EB%8B%9D&searchType=search&paid_fl=n&search_uuid=3f3ea902-25b2-494e-84ae-3d3cc62a0699
129,(주)모빅랩,AI 연구원(병특) AI Researcher 모집,"서울,서초구,신입·경력,석사↑,정규직·계약직","딥러닝,Keras,R,Tensorflow,솔루션",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=47953133&location=ts&searchword=%EB%94%A5%EB%9F%AC%EB%8B%9D&searchType=search&paid_fl=n&search_uuid=3f3ea902-25b2-494e-84ae-3d3cc62a0699
130,미디어젠(주),[미디어젠(주)] 백엔드/AI모델링 개발자 신입/경력(정규직) 채용,"서울,강서구,신입·경력,초대졸↑,정규직","딥러닝,AI(인공지능),헬스케어,인터페이스,Python",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=47667276&location=ts&searchword=%EB%94%A5%EB%9F%AC%EB%8B%9D&searchType=search&paid_fl=n&search_uuid=3f3ea902-25b2-494e-84ae-3d3cc62a0699
131,(주)와따,[WATA Inc] 비젼 SLAM 개발자 모집,"경기전체,경력 1~13년,초대졸↑,정규직","딥러닝,S/W,OpenCV,Python,R",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=47784783&location=ts&searchword=%EB%94%A5%EB%9F%AC%EB%8B%9D&searchType=search&paid_fl=n&search_uuid=3f3ea902-25b2-494e-84ae-3d3cc62a0699
132,(주)뷰런테크놀로지,[Vueron] Deep Learning Engineer,"서울,서초구,경력 2~8년,석사↑,정규직","딥러닝,알고리즘,머신러닝,AI(인공지능),소프트웨어개발",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=47872812&location=ts&searchword=%EB%94%A5%EB%9F%AC%EB%8B%9D&searchType=search&paid_fl=n&search_uuid=3f3ea902-25b2-494e-84ae-3d3cc62a0699
133,(주)스톤인테그리티,"인공지능 빅데이터 개발자 / 정규직 / 경력 - 대리, 과장","서울,강남구,경력2년↑,학력무관,정규직,4,000 만원","딥러닝,AI(인공지능),Spring,SQL,Python",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=47855235&location=ts&searchword=%EB%94%A5%EB%9F%AC%EB%8B%9D&searchType=search&paid_fl=n&search_uuid=3f3ea902-25b2-494e-84ae-3d3cc62a0699
134,(주)코딧,머신러닝 엔지니어 (3년이상),"서울,강남구,경력 3~7년,대졸↑,정규직","딥러닝,SQL,Python,Pytorch,챗봇",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=47615162&location=ts&searchword=%EB%94%A5%EB%9F%AC%EB%8B%9D&searchType=search&paid_fl=n&search_uuid=3f3ea902-25b2-494e-84ae-3d3cc62a0699
135,(주)플래티어,아틀라시안 & 데브옵스 솔루션 엔지니어,"서울전체,경력 2~15년,학력무관,정규직","딥러닝,Windows,SQL,Python,OracleDB",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45631405&location=ts&searchword=%EB%94%A5%EB%9F%AC%EB%8B%9D&searchType=search&paid_fl=n&search_uuid=3f3ea902-25b2-494e-84ae-3d3cc62a0699
136,(주)위밋모빌리티,[데이터마이닝] 라우팅 엔진 R&D 및 개발 담당,"서울,영등포구,경력 3~7년,학력무관,정규직","딥러닝,PostgreSQL,MariaDB,Python,Pytorch",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=47756450&location=ts&searchword=%EB%94%A5%EB%9F%AC%EB%8B%9D&searchType=search&paid_fl=n&search_uuid=3f3ea902-25b2-494e-84ae-3d3cc62a0699
137,넛지헬스케어(주),[병역특례] 데이터분석 담당 산업기능요원 모집,"서울,강남구,신입·경력,학력무관,정규직","딥러닝,헬스케어,SQL,Python,SE(시스템엔지니어)",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46584359&location=ts&searchword=%EB%94%A5%EB%9F%AC%EB%8B%9D&searchType=search&paid_fl=n&search_uuid=3f3ea902-25b2-494e-84ae-3d3cc62a0699
138,(주)인터엑스,"[서울] 데이터분석(이미지 및 영상 데이터 분석가, Data Scientist)","서울전체,경력 2~5년,학력무관,정규직","딥러닝,AI(인공지능),OpenCV,Python,Pytorch",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45410472&location=ts&searchword=%EB%94%A5%EB%9F%AC%EB%8B%9D&searchType=search&paid_fl=n&search_uuid=3f3ea902-25b2-494e-84ae-3d3cc62a0699
139,(주)트위니,[로봇개발본부] 이동로봇 관제 서버(ACS) S/W개발 담당자(경력),"대전,유성구,경력,학력무관,정규직","딥러닝,유지보수,풀스택,Python,모델링",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=47928887&location=ts&searchword=%EB%94%A5%EB%9F%AC%EB%8B%9D&searchType=search&paid_fl=n&search_uuid=3f3ea902-25b2-494e-84ae-3d3cc62a0699
140,포트리스이노베이션(주),소프트웨어 개발 엔지니어 채용,"대전,유성구,경력 4~15년,대졸↑,정규직","딥러닝,Javascript,네트워크,C#,빅데이터",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=47832631&location=ts&searchword=%EB%94%A5%EB%9F%AC%EB%8B%9D&searchType=search&paid_fl=n&search_uuid=3f3ea902-25b2-494e-84ae-3d3cc62a0699
141,(주)이노룰스,AI 경력 개발자 모집,"서울전체,경력 5~15년,초대졸↑,정규직","딥러닝,AI(인공지능),SE(시스템엔지니어),알고리즘,음성인식",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=47768933&location=ts&searchword=%EB%94%A5%EB%9F%AC%EB%8B%9D&searchType=search&paid_fl=n&search_uuid=3f3ea902-25b2-494e-84ae-3d3cc62a0699
142,(주)모빌린트,[전문연구요원 가능] Software Engineer,"서울,강남구,신입·경력,대졸↑,정규직","딥러닝,SE(시스템엔지니어),S/W,Linux,임베디드",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=43308635&location=ts&searchword=%EB%94%A5%EB%9F%AC%EB%8B%9D&searchType=search&paid_fl=n&search_uuid=3f3ea902-25b2-494e-84ae-3d3cc62a0699
143,(주)이몰디노,[마이스터고 우대] 주니어 AI/ML 데이터 분석,"서울,중구,신입·경력,고졸↑,정규직","딥러닝,AI(인공지능),SQL,Python,SaaS",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=47889203&location=ts&searchword=%EB%94%A5%EB%9F%AC%EB%8B%9D&searchType=search&paid_fl=n&search_uuid=3f3ea902-25b2-494e-84ae-3d3cc62a0699
144,(주)파수,빅데이터 처리 시스템 개발 ,"서울,마포구,경력 5~10년,대졸↑,정규직","딥러닝,SQL,Python,SE(시스템엔지니어),Pandas",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=47331779&location=ts&searchword=%EB%94%A5%EB%9F%AC%EB%8B%9D&searchType=search&paid_fl=n&search_uuid=3f3ea902-25b2-494e-84ae-3d3cc62a0699
145,(주)터빈크루,AI개발자 신입/경력 채용,"광주,북구,경력무관,대졸↑,정규직","딥러닝,유지보수,알고리즘,Tensorflow,클라우드",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=47795732&location=ts&searchword=%EB%94%A5%EB%9F%AC%EB%8B%9D&searchType=search&paid_fl=n&search_uuid=3f3ea902-25b2-494e-84ae-3d3cc62a0699
146,(주)모빌린트,[전문연구요원 가능] Deep Learning Optimization Engineer,"서울,강남구,신입·경력,석사↑,정규직","딥러닝,아키텍쳐,AI(인공지능),Python,Pytorch",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=45393196&location=ts&searchword=%EB%94%A5%EB%9F%AC%EB%8B%9D&searchType=search&paid_fl=n&search_uuid=3f3ea902-25b2-494e-84ae-3d3cc62a0699
147,(주)아이브,DevOps / 시스템 엔지니어 경력직 채용,"서울,서초구,경력 4~10년,학력무관,정규직","딥러닝,Python,SE(시스템엔지니어),Kubernetes,DevOps",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=47936343&location=ts&searchword=%EB%94%A5%EB%9F%AC%EB%8B%9D&searchType=search&paid_fl=n&search_uuid=3f3ea902-25b2-494e-84ae-3d3cc62a0699
148,(주)크레스콤,인공지능 소프트웨어 개발 채용,"경기전체,경력 1~15년,초대졸↑,정규직","딥러닝,S/W,AI(인공지능),Python,Pytorch",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=47375754&location=ts&searchword=%EB%94%A5%EB%9F%AC%EB%8B%9D&searchType=search&paid_fl=n&search_uuid=3f3ea902-25b2-494e-84ae-3d3cc62a0699
149,로봇앤컴(주),[로봇앤컴주식회사] Ai 인공지능 개발자 경력 채용,"서울,광진구,경력3년↑,초대졸↑,정규직·계약직","딥러닝,Kafka,GCP,S/W,DevOps",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=47964880&location=ts&searchword=%EB%94%A5%EB%9F%AC%EB%8B%9D&searchType=search&paid_fl=n&search_uuid=3f3ea902-25b2-494e-84ae-3d3cc62a0699
150,(주)딥인사이트,Data Scientist,"경기,성남시 분당구,경력무관,대졸↑,정규직","딥러닝,컴퓨터비전,C++,C언어,데이터분석가",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=47925922&location=ts&searchword=%EB%94%A5%EB%9F%AC%EB%8B%9D&searchType=search&paid_fl=n&search_uuid=3f3ea902-25b2-494e-84ae-3d3cc62a0699
151,(주)럭스로보,Vision SW 개발자,"서울,서초구,경력 3~12년,대졸↑,정규직","딥러닝,S/W,AI(인공지능),Python,Pytorch",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=47758495&location=ts&searchword=%EB%94%A5%EB%9F%AC%EB%8B%9D&searchType=search&paid_fl=n&search_uuid=3f3ea902-25b2-494e-84ae-3d3cc62a0699
152,(주)이글루코퍼레이션,[연구개발본부] 데이터 분석 엔진 개발 (6년이상),"서울전체,경력 6~12년,초대졸↑,정규직","딥러닝,AI(인공지능),ETL,Kafka,SE(시스템엔지니어)",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=47570805&location=ts&searchword=%EB%94%A5%EB%9F%AC%EB%8B%9D&searchType=search&paid_fl=n&search_uuid=3f3ea902-25b2-494e-84ae-3d3cc62a0699
153,(주)다비오,컴퓨터비전 엔지니어,"서울,마포구,경력 3~15년,석사↑,정규직","딥러닝,AI(인공지능),OpenCV,Python,Pytorch",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=46951927&location=ts&searchword=%EB%94%A5%EB%9F%AC%EB%8B%9D&searchType=search&paid_fl=n&search_uuid=3f3ea902-25b2-494e-84ae-3d3cc62a0699
154,다산네트웍스,[DX솔루션] 임베디드 소프트웨어 개발자 모집,"경기,성남시 분당구,경력3년↑,학력무관,정규직","딥러닝,Windows,Python,신경망,MFC",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=47584204&location=ts&searchword=%EB%94%A5%EB%9F%AC%EB%8B%9D&searchType=search&paid_fl=n&search_uuid=3f3ea902-25b2-494e-84ae-3d3cc62a0699
155,(주)컨텍,[CONTEC] 소프트웨어 개발자 모집,"대전,유성구,경력무관,대졸↑,정규직","딥러닝,Python,.NET,Pytorch,API",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=47901023&location=ts&searchword=%EB%94%A5%EB%9F%AC%EB%8B%9D&searchType=search&paid_fl=n&search_uuid=3f3ea902-25b2-494e-84ae-3d3cc62a0699
156,(주)코난테크놀로지,2024년 상반기 각 부문 신입/경력 상시 채용,"서울,서초구,신입·경력,대졸↑,정규직","딥러닝,웹마스터,유지보수,AIX,Python",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=47370206&location=ts&searchword=%EB%94%A5%EB%9F%AC%EB%8B%9D&searchType=search&paid_fl=n&search_uuid=3f3ea902-25b2-494e-84ae-3d3cc62a0699
157,(주)미소정보기술,[미소정보기술] 제조분야 데이터분석 및 AI 개발자,"서울,강남구,경력 3~20년,초대졸↑,정규직","딥러닝,모델링,SI개발,빅데이터,데이터마이닝",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=47747675&location=ts&searchword=%EB%94%A5%EB%9F%AC%EB%8B%9D&searchType=search&paid_fl=n&search_uuid=3f3ea902-25b2-494e-84ae-3d3cc62a0699
158,(주)데이터메이커,ML Engineer,"대전전체,신입·경력,대졸↑,정규직","딥러닝,아키텍쳐,Python,Pytorch,Keras",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=42972081&location=ts&searchword=%EB%94%A5%EB%9F%AC%EB%8B%9D&searchType=search&paid_fl=n&search_uuid=3f3ea902-25b2-494e-84ae-3d3cc62a0699
159,바이플(주),미래가치를 함께 할 AI/ML 엔지니어  경력 모집,"서울,강남구,경력2년↑,초대졸↑,정규직","딥러닝,AI(인공지능),NLP(자연어처리),NLU(자연어이해),Python",https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=47806403&location=ts&searchword=%EB%94%A5%EB%9F%AC%EB%8B%9D&searchType=search&paid_fl=n&search_uuid=3f3ea902-25b2-494e-84ae-3d3cc62a0699
